"provid","amphid","name","tambid","region_id"
"10","1","ชนะสงคราม","9","1"
"10","1","ตลาดยอด","8","1"
"10","1","บวรนิเวศ","7","1"
"10","1","บางขุนพรหม","11","1"
"10","1","บ้านพานถม","10","1"
"10","1","พระบรมมหาราชวัง","1","1"
"10","1","วังบูรพาภิรมย์","2","1"
"10","1","วัดราชบพิธ","3","1"
"10","1","วัดสามพระยา","12","1"
"10","1","ศาลเจ้าพ่อเสือ","5","1"
"10","1","สำราญราษฎร์","4","1"
"10","1","เสาชิงช้า","6","1"
"10","2","ดุสิต","1","1"
"10","2","ถนนนครไชยศรี","6","1"
"10","2","วชิรพยาบาล","2","1"
"10","2","สวนจิตรลดา","3","1"
"10","2","สี่แยกมหานาค","4","1"
"10","3","กระทุ่มราย","1","1"
"10","3","คลองสิบ","3","1"
"10","3","คลองสิบสอง","4","1"
"10","3","คู้ฝั่งเหนือ","6","1"
"10","3","ลำต้อยติ่ง","8","1"
"10","3","ลำผักชี","7","1"
"10","3","หนองจอก","2","1"
"10","3","โคกแฝด","5","1"
"10","4","บางรัก","4","1"
"10","4","มหาพฤฒาราม","1","1"
"10","4","สีลม","2","1"
"10","4","สี่พระยา","5","1"
"10","4","สุริยวงศ์","3","1"
"10","5","ท่าแร้ง","8","1"
"10","5","อนุสาวรีย์","2","1"
"10","6","คลองจั่น","1","1"
"10","6","หัวหมาก","8","1"
"10","7","ปทุมวัน","3","1"
"10","7","รองเมือง","1","1"
"10","7","ลุมพินี","4","1"
"10","7","วังใหม่","2","1"
"10","8","คลองมหานาค","3","1"
"10","8","บ้านบาตร","4","1"
"10","8","ป้อมปราบ","1","1"
"10","8","วัดเทพศิรินทร์","2","1"
"10","8","วัดโสมนัส","5","1"
"10","9","บางจาก","5","1"
"10","10","มีนบุรี","1","1"
"10","10","แสนแสบ","2","1"
"10","11","ขุมทอง","6","1"
"10","11","คลองสองต้นนุ่น","2","1"
"10","11","คลองสามประเวศ","3","1"
"10","11","ทับยาว","5","1"
"10","11","ลาดกระบัง","1","1"
"10","11","ลำปลาทิว","4","1"
"10","12","ช่องนนทรี","3","1"
"10","12","บางโพงพาง","4","1"
"10","13","จักรวรรดิ","1","1"
"10","13","ตลาดน้อย","3","1"
"10","13","สัมพันธวงศ์","2","1"
"10","14","สามเสนใน","1","1"
"10","15","ดาวคะนอง","6","1"
"10","15","ตลาดพลู","5","1"
"10","15","บางยี่เรือ","3","1"
"10","15","บุคคโล","4","1"
"10","15","วัดกัลยาณ์","1","1"
"10","15","สำเหร่","7","1"
"10","15","หิรัญรูจี","2","1"
"10","16","วัดท่าพระ","2","1"
"10","16","วัดอรุณ","1","1"
"10","17","บางกะปิ","2","1"
"10","17","สามเสนนอก","4","1"
"10","17","ห้วยขวาง","1","1"
"10","18","คลองต้นไทร","4","1"
"10","18","คลองสาน","2","1"
"10","18","บางลำภูล่าง","3","1"
"10","18","สมเด็จเจ้าพระยา","1","1"
"10","19","คลองชักพระ","1","1"
"10","19","ฉิมพลี","3","1"
"10","19","ตลิ่งชัน","2","1"
"10","19","บางพรม","4","1"
"10","19","บางระมาด","5","1"
"10","19","บางเชือกหนัง","7","1"
"10","20","บางขุนนนท์","6","1"
"10","20","บางขุนศรี","7","1"
"10","20","บ้านช่างหล่อ","5","1"
"10","20","ศิริราช","4","1"
"10","20","อรุณอมรินทร์","9","1"
"10","21","ท่าข้าม","5","1"
"10","21","แสมดำ","7","1"
"10","22","คลองขวาง","8","1"
"10","22","คูหาสวรรค์","10","1"
"10","22","บางจาก","6","1"
"10","22","บางด้วน","2","1"
"10","22","บางหว้า","1","1"
"10","22","บางแวก","7","1"
"10","22","ปากคลองภาษีเจริญ","9","1"
"10","23","หนองค้างพลู","3","1"
"10","23","หนองแขม","2","1"
"10","24","บางปะกอก","2","1"
"10","24","ราษฎร์บูรณะ","1","1"
"10","25","บางบำหรุ","3","1"
"10","25","บางพลัด","1","1"
"10","25","บางยี่ขัน","4","1"
"10","25","บางอ้อ","2","1"
"10","26","ดินแดง","1","1"
"10","27","คลองกุ่ม","1","1"
"10","28","ทุ่งมหาเมฆ","3","1"
"10","28","ทุ่งวัดดอน","1","1"
"10","28","ยานนาวา","2","1"
"10","29","บางซื่อ","1","1"
"10","30","จตุจักร","5","1"
"10","30","จอมพล","4","1"
"10","30","จันทรเกษม","3","1"
"10","30","ลาดยาว","1","1"
"10","30","เสนานิคม","2","1"
"10","31","บางคอแหลม","1","1"
"10","31","บางโคล่","3","1"
"10","31","วัดพระยาไกร","2","1"
"10","32","ดอกไม้","3","1"
"10","32","ประเวศ","1","1"
"10","32","หนองบอน","2","1"
"10","33","คลองตัน","2","1"
"10","33","คลองเตย","1","1"
"10","33","พระโขนง","3","1"
"10","34","สวนหลวง","1","1"
"10","35","จอมทอง","4","1"
"10","35","บางขุนเทียน","1","1"
"10","35","บางค้อ","2","1"
"10","35","บางมด","3","1"
"10","36","สีกัน","2","1"
"10","37","ถนนพญาไท","2","1"
"10","37","ถนนเพชรบุรี","3","1"
"10","37","ทุ่งพญาไท","1","1"
"10","37","มักกะสัน","4","1"
"10","38","จรเข้บัว","2","1"
"10","38","ลาดพร้าว","1","1"
"10","39","คลองตันเหนือ","2","1"
"10","39","คลองเตยเหนือ","1","1"
"10","39","พระโขนงเหนือ","3","1"
"10","40","บางแค","1","1"
"10","40","บางแคเหนือ","2","1"
"10","40","บางไผ่","3","1"
"10","40","หลักสอง","4","1"
"10","41","ตลาดบางเขน","2","1"
"10","41","ทุ่งสองห้อง","1","1"
"10","42","คลองถนน","3","1"
"10","42","สายไหม","1","1"
"10","42","ออเงิน","2","1"
"10","43","คันนายาว","1","1"
"10","44","สะพานสูง","1","1"
"10","45","วังทองหลาง","1","1"
"10","46","ทรายกองดิน","4","1"
"10","46","ทรายกองดินใต้","5","1"
"10","46","บางชัน","3","1"
"10","46","สามวาตะวันตก","1","1"
"10","46","สามวาตะวันออก","2","1"
"10","47","บางนา","1","1"
"10","48","ทวีวัฒนา","1","1"
"10","48","ศาลาธรรมสพน์","2","1"
"10","49","ทุ่งครุ","2","1"
"10","49","บางมด","1","1"
"10","50","บางบอน","1","1"
"11","1","ท้ายบ้าน","4","1"
"11","1","ท้ายบ้านใหม่","16","1"
"11","1","บางด้วน","13","1"
"11","1","บางปู","12","1"
"11","1","บางปูใหม่","8","1"
"11","1","บางเมือง","3","1"
"11","1","บางเมืองใหม่","14","1"
"11","1","บางโปรง","11","1"
"11","1","ปากน้ำ","1","1"
"11","1","สำโรงเหนือ","2","1"
"11","1","เทพารักษ์","15","1"
"11","1","แพรกษา","10","1"
"11","1","แพรกษาใหม่","17","1"
"11","2","คลองด่าน","5","1"
"11","2","คลองนิยมยาตรา","8","1"
"11","2","คลองสวน","6","1"
"11","2","บางบ่อ","1","1"
"11","2","บางพลีน้อย","3","1"
"11","2","บางเพรียง","4","1"
"11","2","บ้านระกาศ","2","1"
"11","2","เปร็ง","7","1"
"11","3","บางปลา","3","1"
"11","3","บางพลีใหญ่","1","1"
"11","3","บางแก้ว","2","1"
"11","3","บางโฉลง","4","1"
"11","3","ราชาเทวะ","8","1"
"11","3","หนองปรือ","9","1"
"11","4","ตลาด","1","1"
"11","4","ทรงคนอง","13","1"
"11","4","บางกระสอบ","11","1"
"11","4","บางกอบัว","12","1"
"11","4","บางกะเจ้า","9","1"
"11","4","บางครุ","4","1"
"11","4","บางจาก","3","1"
"11","4","บางน้ำผึ้ง","10","1"
"11","4","บางพึ่ง","2","1"
"11","4","บางยอ","8","1"
"11","4","บางหญ้าแพรก","5","1"
"11","4","บางหัวเสือ","6","1"
"11","4","สำโรง","14","1"
"11","4","สำโรงกลาง","15","1"
"11","4","สำโรงใต้","7","1"
"11","5","นาเกลือ","1","1"
"11","5","บ้านคลองสวน","2","1"
"11","5","ปากคลองบางปลากด","4","1"
"11","5","แหลมฟ้าผ่า","3","1"
"11","5","ในคลองบางปลากด","5","1"
"11","6","บางเสาธง","1","1"
"11","6","ศีรษะจรเข้น้อย","2","1"
"11","6","ศีรษะจรเข้ใหญ่","3","1"
"12","1","ตลาดขวัญ","2","1"
"12","1","ท่าทราย","5","1"
"12","1","บางกระสอ","4","1"
"12","1","บางกร่าง","8","1"
"12","1","บางรักน้อย","10","1"
"12","1","บางศรีเมือง","7","1"
"12","1","บางเขน","3","1"
"12","1","บางไผ่","6","1"
"12","1","สวนใหญ่","1","1"
"12","1","ไทรม้า","9","1"
"12","2","บางกรวย","2","1"
"12","2","บางขนุน","4","1"
"12","2","บางขุนกอง","5","1"
"12","2","บางคูเวียง","6","1"
"12","2","บางสีทอง","3","1"
"12","2","ปลายบาง","8","1"
"12","2","มหาสวัสดิ์","7","1"
"12","2","วัดชลอ","1","1"
"12","2","ศาลากลาง","9","1"
"12","3","บางม่วง","1","1"
"12","3","บางเลน","3","1"
"12","3","บางแม่นาง","2","1"
"12","3","บางใหญ่","5","1"
"12","3","บ้านใหม่","6","1"
"12","3","เสาธงหิน","4","1"
"12","4","บางคูรัด","4","1"
"12","4","บางบัวทอง","2","1"
"12","4","บางรักพัฒนา","8","1"
"12","4","บางรักใหญ่","3","1"
"12","4","พิมลราช","7","1"
"12","4","ละหาร","5","1"
"12","4","ลำโพ","6","1"
"12","4","โสนลอย","1","1"
"12","5","ขุนศรี","5","1"
"12","5","คลองขวาง","6","1"
"12","5","ทวีวัฒนา","7","1"
"12","5","ราษฎร์นิยม","2","1"
"12","5","หนองเพรางาย","3","1"
"12","5","ไทรน้อย","1","1"
"12","5","ไทรใหญ่","4","1"
"12","6","คลองข่อย","10","1"
"12","6","คลองพระอุดม","6","1"
"12","6","คลองเกลือ","12","1"
"12","6","ท่าอิฐ","7","1"
"12","6","บางตลาด","2","1"
"12","6","บางตะไนย์","5","1"
"12","6","บางพลับ","11","1"
"12","6","บางพูด","4","1"
"12","6","บ้านใหม่","3","1"
"12","6","ปากเกร็ด","1","1"
"12","6","อ้อมเกร็ด","9","1"
"12","6","เกาะเกร็ด","8","1"
"13","1","บางกะดี","12","1"
"13","1","บางขะแยง","6","1"
"13","1","บางคูวัด","7","1"
"13","1","บางปรอก","1","1"
"13","1","บางพูด","10","1"
"13","1","บางพูน","11","1"
"13","1","บางหลวง","8","1"
"13","1","บางเดื่อ","9","1"
"13","1","บ้านกระแชง","5","1"
"13","1","บ้านกลาง","3","1"
"13","1","บ้านฉาง","4","1"
"13","1","บ้านใหม่","2","1"
"13","1","สวนพริกไทย","13","1"
"13","1","หลักหก","14","1"
"13","2","คลองสอง","2","1"
"13","2","คลองสาม","3","1"
"13","2","คลองสี่","4","1"
"13","2","คลองหก","6","1"
"13","2","คลองหนึ่ง","1","1"
"13","2","คลองห้า","5","1"
"13","2","คลองเจ็ด","7","1"
"13","3","บึงน้ำรักษ์","6","1"
"13","3","บึงยี่โถ","2","1"
"13","3","บึงสนั่น","5","1"
"13","3","ประชาธิปัตย์","1","1"
"13","3","รังสิต","3","1"
"13","3","ลำผักกูด","4","1"
"13","4","นพรัตน์","7","1"
"13","4","บึงกาสาม","3","1"
"13","4","บึงชำอ้อ","4","1"
"13","4","บึงบอน","2","1"
"13","4","บึงบา","1","1"
"13","4","ศาลาครุ","6","1"
"13","4","หนองสามวัง","5","1"
"13","5","คลองพระอุดม","5","1"
"13","5","คูขวาง","4","1"
"13","5","คูบางหลวง","3","1"
"13","5","บ่อเงิน","6","1"
"13","5","ระแหง","1","1"
"13","5","ลาดหลุมแก้ว","2","1"
"13","5","หน้าไม้","7","1"
"13","6","คูคต","1","1"
"13","6","บึงคอไห","7","1"
"13","6","บึงคำพร้อย","3","1"
"13","6","บึงทองหลาง","5","1"
"13","6","พืชอุดม","8","1"
"13","6","ลาดสวาย","2","1"
"13","6","ลำลูกกา","4","1"
"13","6","ลำไทร","6","1"
"13","7","กระแชง","4","1"
"13","7","คลองควาย","2","1"
"13","7","ท้ายเกาะ","11","1"
"13","7","บางกระบือ","10","1"
"13","7","บางเตย","1","1"
"13","7","บางโพธิ์เหนือ","5","1"
"13","7","บ้านงิ้ว","8","1"
"13","7","บ้านปทุม","7","1"
"13","7","สามโคก","3","1"
"13","7","เชียงรากน้อย","9","1"
"13","7","เชียงรากใหญ่","6","1"
"14","1","กะมัง","2","1"
"14","1","คลองตะเคียน","11","1"
"14","1","คลองสระบัว","18","1"
"14","1","คลองสวนพลู","17","1"
"14","1","ท่าวาสุกรี","5","1"
"14","1","บ้านป้อม","20","1"
"14","1","บ้านรุน","21","1"
"14","1","บ้านเกาะ","16","1"
"14","1","บ้านใหม่","15","1"
"14","1","ประตูชัย","1","1"
"14","1","ปากกราน","7","1"
"14","1","ภูเขาทอง","8","1"
"14","1","ลุมพลี","14","1"
"14","1","วัดตูม","12","1"
"14","1","สวนพริก","10","1"
"14","1","สำเภาล่ม","9","1"
"14","1","หอรัตนไชย","3","1"
"14","1","หันตรา","13","1"
"14","1","หัวรอ","4","1"
"14","1","เกาะเรียน","19","1"
"14","1","ไผ่ลิง","6","1"
"14","2","จำปา","2","1"
"14","2","ท่าหลวง","3","1"
"14","2","ท่าเจ้าสนุก","10","1"
"14","2","ท่าเรือ","1","1"
"14","2","บ้านร่อม","4","1"
"14","2","ปากท่า","8","1"
"14","2","วังแดง","6","1"
"14","2","ศาลาลอย","5","1"
"14","2","หนองขนาก","9","1"
"14","2","โพธิ์เอน","7","1"
"14","3","คลองสะแก","10","1"
"14","3","ท่าช้าง","2","1"
"14","3","นครหลวง","1","1"
"14","3","บางพระครู","7","1"
"14","3","บางระกำ","6","1"
"14","3","บ่อโพง","3","1"
"14","3","บ้านชุ้ง","4","1"
"14","3","ปากจั่น","5","1"
"14","3","พระนอน","12","1"
"14","3","สามไถ","11","1"
"14","3","หนองปลิง","9","1"
"14","3","แม่ลา","8","1"
"14","4","กกแก้วบูรพา","15","1"
"14","4","กระแชง","10","1"
"14","4","ช่างเหล็ก","9","1"
"14","4","ช้างน้อย","12","1"
"14","4","ช้างใหญ่","20","1"
"14","4","บางพลี","2","1"
"14","4","บางยี่โท","6","1"
"14","4","บางไทร","1","1"
"14","4","บ้านกลึง","11","1"
"14","4","บ้านม้า","17","1"
"14","4","บ้านเกาะ","18","1"
"14","4","บ้านแป้ง","4","1"
"14","4","ราชคราม","19","1"
"14","4","สนามชัย","3","1"
"14","4","หน้าไม้","5","1"
"14","4","ห่อหมก","13","1"
"14","4","เชียงรากน้อย","22","1"
"14","4","แคตก","8","1"
"14","4","แคออก","7","1"
"14","4","โคกช้าง","23","1"
"14","4","โพแตง","21","1"
"14","4","ไผ่พระ","14","1"
"14","4","ไม้ตรา","16","1"
"14","5","กบเจา","6","1"
"14","5","ทางช้าง","10","1"
"14","5","น้ำเต้า","9","1"
"14","5","บางชะนี","15","1"
"14","5","บางบาล","1","1"
"14","5","บางหลวง","12","1"
"14","5","บางหลวงโดด","13","1"
"14","5","บางหัก","14","1"
"14","5","บ้านกุ่ม","16","1"
"14","5","บ้านคลัง","7","1"
"14","5","พระขาว","8","1"
"14","5","มหาพราหมณ์","5","1"
"14","5","วัดตะกู","11","1"
"14","5","วัดยม","2","1"
"14","5","สะพานไทย","4","1"
"14","5","ไทรน้อย","3","1"
"14","6","ขนอนหลวง","18","1"
"14","6","คลองจิก","6","1"
"14","6","คุ้งลาน","14","1"
"14","6","ตลาดเกรียบ","17","1"
"14","6","ตลิ่งชัน","15","1"
"14","6","บางกระสั้น","5","1"
"14","6","บางประแดง","9","1"
"14","6","บ้านกรด","4","1"
"14","6","บ้านพลับ","12","1"
"14","6","บ้านสร้าง","16","1"
"14","6","บ้านหว้า","7","1"
"14","6","บ้านเลน","1","1"
"14","6","บ้านแป้ง","13","1"
"14","6","บ้านโพ","3","1"
"14","6","วัดยม","8","1"
"14","6","สามเรือน","10","1"
"14","6","เกาะเกิด","11","1"
"14","6","เชียงรากน้อย","2","1"
"14","7","ขยาย","2","1"
"14","7","ขวัญเมือง","12","1"
"14","7","ตานิม","9","1"
"14","7","ตาลเอน","16","1"
"14","7","ทับน้ำ","10","1"
"14","7","ทางกลาง","5","1"
"14","7","บางนางร้า","8","1"
"14","7","บางปะหัน","1","1"
"14","7","บางเดื่อ","3","1"
"14","7","บางเพลิง","6","1"
"14","7","บ้านขล้อ","17","1"
"14","7","บ้านม้า","11","1"
"14","7","บ้านลี่","13","1"
"14","7","พุทเลา","15","1"
"14","7","หันสัง","7","1"
"14","7","เสาธง","4","1"
"14","7","โพธิ์สามต้น","14","1"
"14","8","กุฎี","9","1"
"14","8","จักราช","12","1"
"14","8","ดอนลาน","7","1"
"14","8","ตาลาน","5","1"
"14","8","ท่าดินแดง","6","1"
"14","8","นาคู","8","1"
"14","8","บ้านแค","3","1"
"14","8","บ้านใหญ่","16","1"
"14","8","ผักไห่","1","1"
"14","8","ลาดชิด","14","1"
"14","8","ลาดน้ำเค็ม","4","1"
"14","8","ลำตะเคียน","10","1"
"14","8","หนองน้ำใหญ่","13","1"
"14","8","หน้าโคก","15","1"
"14","8","อมฤต","2","1"
"14","8","โคกช้าง","11","1"
"14","9","กระจิว","7","1"
"14","9","ดอนหญ้านาง","5","1"
"14","9","พระแก้ว","8","1"
"14","9","ภาชี","1","1"
"14","9","ระโสม","3","1"
"14","9","หนองน้ำใส","4","1"
"14","9","โคกม่วง","2","1"
"14","9","ไผ่ล้อม","6","1"
"14","10","คลองพระยาบันลือ","7","1"
"14","10","คู้สลอด","6","1"
"14","10","พระยาบันลือ","4","1"
"14","10","ลาดบัวหลวง","1","1"
"14","10","สามเมือง","3","1"
"14","10","สิงหนาท","5","1"
"14","10","หลักชัย","2","1"
"14","11","ข้าวงาม","9","1"
"14","11","ชะแมบ","10","1"
"14","11","บ่อตาโล่","2","1"
"14","11","พยอม","6","1"
"14","11","ลำตาเสา","1","1"
"14","11","ลำไทร","4","1"
"14","11","วังจุฬา","8","1"
"14","11","วังน้อย","3","1"
"14","11","สนับทึบ","5","1"
"14","11","หันตะเภา","7","1"
"14","12","ชายนา","12","1"
"14","12","ดอนทอง","15","1"
"14","12","บางนมโค","5","1"
"14","12","บ้านกระทุ่ม","10","1"
"14","12","บ้านหลวง","16","1"
"14","12","บ้านแถว","11","1"
"14","12","บ้านแพน","2","1"
"14","12","บ้านโพธิ์","8","1"
"14","12","มารวิชัย","7","1"
"14","12","รางจรเข้","9","1"
"14","12","ลาดงา","14","1"
"14","12","สามกอ","4","1"
"14","12","สามตุ่ม","13","1"
"14","12","หัวเวียง","6","1"
"14","12","เจ้าเจ็ด","3","1"
"14","12","เจ้าเสด็จ","17","1"
"14","12","เสนา","1","1"
"14","13","บางซ้าย","1","1"
"14","13","ปลายกลัด","4","1"
"14","13","วังพัฒนา","6","1"
"14","13","เต่าเล่า","3","1"
"14","13","เทพมงคล","5","1"
"14","13","แก้วฟ้า","2","1"
"14","14","ข้าวเม่า","11","1"
"14","14","คานหาม","1","1"
"14","14","ธนู","10","1"
"14","14","บ้านช้าง","2","1"
"14","14","บ้านหีบ","4","1"
"14","14","สามบัณฑิต","3","1"
"14","14","หนองน้ำส้ม","8","1"
"14","14","หนองไม้ซุง","5","1"
"14","14","อุทัย","6","1"
"14","14","เสนา","7","1"
"14","14","โพสาวหาญ","9","1"
"14","15","กะทุ่ม","2","1"
"14","15","ท่าตอ","11","1"
"14","15","น้ำเต้า","4","1"
"14","15","บางนา","5","1"
"14","15","บ้านขวาง","10","1"
"14","15","บ้านนา","9","1"
"14","15","บ้านใหม่","12","1"
"14","15","พิตเพียน","8","1"
"14","15","มหาราช","3","1"
"14","15","หัวไผ่","1","1"
"14","15","เจ้าปลุก","7","1"
"14","15","โรงช้าง","6","1"
"14","16","คลองน้อย","4","1"
"14","16","บ้านแพรก","1","1"
"14","16","บ้านใหม่","2","1"
"14","16","สองห้อง","5","1"
"14","16","สำพะเนียง","3","1"
"15","1","คลองวัว","13","1"
"15","1","จำปาหล่อ","10","1"
"15","1","ตลาดกรวด","6","1"
"15","1","ตลาดหลวง","1","1"
"15","1","บางแก้ว","2","1"
"15","1","บ้านรี","12","1"
"15","1","บ้านอิฐ","8","1"
"15","1","บ้านแห","5","1"
"15","1","ป่างิ้ว","4","1"
"15","1","มหาดไทย","7","1"
"15","1","ย่านซื่อ","14","1"
"15","1","ศาลาแดง","3","1"
"15","1","หัวไผ่","9","1"
"15","1","โพสะ","11","1"
"15","2","จรเข้ร้อง","1","1"
"15","2","ชะไว","8","1"
"15","2","ชัยฤทธิ์","3","1"
"15","2","ตรีณรงค์","9","1"
"15","2","ราชสถิตย์","5","1"
"15","2","หลักฟ้า","7","1"
"15","2","เทวราช","4","1"
"15","2","ไชยภูมิ","2","1"
"15","2","ไชโย","6","1"
"15","3","นรสิงห์","6","1"
"15","3","บางปลากด","1","1"
"15","3","บางเสด็จ","5","1"
"15","3","ป่าโมก","2","1"
"15","3","สายทอง","3","1"
"15","3","เอกราช","7","1"
"15","3","โผงเผง","8","1"
"15","3","โรงช้าง","4","1"
"15","4","คำหยาด","15","1"
"15","4","ทางพระ","12","1"
"15","4","บางพลับ","3","1"
"15","4","บางระกำ","6","1"
"15","4","บางเจ้าฉ่า","14","1"
"15","4","บ่อแร่","11","1"
"15","4","ยางช้าย","10","1"
"15","4","รำมะสัก","5","1"
"15","4","สามง่าม","13","1"
"15","4","หนองแม่ไก่","4","1"
"15","4","องครักษ์","8","1"
"15","4","อินทประมูล","2","1"
"15","4","อ่างแก้ว","1","1"
"15","4","โคกพุทรา","9","1"
"15","4","โพธิ์รังนก","7","1"
"15","5","จำลอง","7","1"
"15","5","บ้านพราน","3","1"
"15","5","วังน้ำเย็น","4","1"
"15","5","ศรีพราน","2","1"
"15","5","สีบัวทอง","5","1"
"15","5","ห้วยไผ่","6","1"
"15","5","แสวงหา","1","1"
"15","6","คลองขนาก","9","1"
"15","6","ตลาดใหม่","15","1"
"15","6","ท่าช้าง","5","1"
"15","6","บางจัก","7","1"
"15","6","ม่วงเตี้ย","12","1"
"15","6","ยี่ล้น","6","1"
"15","6","ศาลเจ้าโรงทอง","2","1"
"15","6","สาวร้องไห้","4","1"
"15","6","สี่ร้อย","11","1"
"15","6","หลักแก้ว","14","1"
"15","6","หัวตะพาน","13","1"
"15","6","ห้วยคันแหลน","8","1"
"15","6","ไผ่จำศิล","1","1"
"15","6","ไผ่ดำพัฒนา","3","1"
"15","6","ไผ่วง","10","1"
"15","7","มงคลธรรมนิมิต","5","1"
"15","7","ราษฎรพัฒนา","2","1"
"15","7","สามโก้","1","1"
"15","7","อบทม","3","1"
"15","7","โพธิ์ม่วงพันธ์","4","1"
"16","1","กกโก","3","1"
"16","1","งิ้วราย","10","1"
"16","1","ดอนโพธิ์","11","1"
"16","1","ตะลุง","12","1"
"16","1","ถนนใหญ่","25","1"
"16","1","ทะเลชุบศร","1","1"
"16","1","ท่าศาลา","15","1"
"16","1","ท่าหิน","2","1"
"16","1","ท่าแค","14","1"
"16","1","ท้ายตลาด","19","1"
"16","1","นิคมสร้างตนเอง","16","1"
"16","1","บางขันหมาก","17","1"
"16","1","บ้านข่อย","18","1"
"16","1","ป่าตาล","20","1"
"16","1","พรหมมาสตร์","21","1"
"16","1","สี่คลอง","24","1"
"16","1","เขาพระงาม","5","1"
"16","1","เขาสามยอด","6","1"
"16","1","โก่งธนู","4","1"
"16","1","โคกกะเทียม","7","1"
"16","1","โคกตูม","9","1"
"16","1","โคกลำพาน","8","1"
"16","1","โพธิ์ตรุ","23","1"
"16","1","โพธิ์เก้าต้น","22","1"
"16","2","ชอนน้อย","6","1"
"16","2","ช่องสาริกา","2","1"
"16","2","ดีลัง","4","1"
"16","2","น้ำสุด","9","1"
"16","2","พัฒนานิคม","1","1"
"16","2","มะนาวหวาน","3","1"
"16","2","หนองบัว","7","1"
"16","2","ห้วยขุนราม","8","1"
"16","2","โคกสลุง","5","1"
"16","3","คลองเกตุ","6","1"
"16","3","ดงมะรุม","10","1"
"16","3","ถลุงเหล็ก","3","1"
"16","3","วังขอนขว้าง","18","1"
"16","3","วังจั่น","20","1"
"16","3","วังเพลิง","9","1"
"16","3","สะแกราบ","7","1"
"16","3","หนองแขม","22","1"
"16","3","หลุมข้าว","4","1"
"16","3","ห้วยโป่ง","5","1"
"16","3","เกาะแก้ว","2","1"
"16","3","เพนียด","8","1"
"16","3","โคกสำโรง","1","1"
"16","4","ชัยนารายณ์","2","1"
"16","4","ชัยบาดาล","18","1"
"16","4","ซับตะเคียน","9","1"
"16","4","ท่าดินดำ","7","1"
"16","4","ท่ามะนาว","14","1"
"16","4","นาโสม","10","1"
"16","4","นิคมลำนารายณ์","17","1"
"16","4","บัวชุม","6","1"
"16","4","บ้านใหม่สามัคคี","19","1"
"16","4","มะกอกหวาน","8","1"
"16","4","ม่วงค่อม","5","1"
"16","4","ลำนารายณ์","1","1"
"16","4","ศิลาทิพย์","3","1"
"16","4","หนองยายโต๊ะ","11","1"
"16","4","ห้วยหิน","4","1"
"16","4","เกาะรัง","12","1"
"16","4","เขาแหลม","22","1"
"16","5","ท่าวุ้ง","1","1"
"16","5","บางคู้","2","1"
"16","5","บางงา","5","1"
"16","5","บางลี่","4","1"
"16","5","บ้านเบิก","10","1"
"16","5","มุจลินท์","11","1"
"16","5","ลาดสาลี่","9","1"
"16","5","หัวสำโรง","8","1"
"16","5","เขาสมอคอน","7","1"
"16","5","โคกสลุด","6","1"
"16","5","โพตลาดแก้ว","3","1"
"16","6","ชอนม่วง","15","1"
"16","6","ดงพลับ","4","1"
"16","6","ดอนดึง","14","1"
"16","6","บางกะพี้","10","1"
"16","6","บางขาม","13","1"
"16","6","บางพึ่ง","8","1"
"16","6","บ้านกล้วย","3","1"
"16","6","บ้านชี","5","1"
"16","6","บ้านทราย","2","1"
"16","6","บ้านหมี่","19","1"
"16","6","พุคา","6","1"
"16","6","มหาสอน","18","1"
"16","6","สนามแจง","22","1"
"16","6","สายห้วยแก้ว","17","1"
"16","6","หนองกระเบียน","16","1"
"16","6","หนองทรายขาว","9","1"
"16","6","หนองเต่า","11","1"
"16","6","หนองเมือง","21","1"
"16","6","หินปัก","7","1"
"16","6","เชียงงา","20","1"
"16","6","โพนทอง","12","1"
"16","6","ไผ่ใหญ่","1","1"
"16","7","ซับจำปา","3","1"
"16","7","ทะเลวังวัด","5","1"
"16","7","ท่าหลวง","1","1"
"16","7","หนองผักแว่น","4","1"
"16","7","หัวลำ","6","1"
"16","7","แก่งผักกูด","2","1"
"16","8","ทุ่งท่าช้าง","3","1"
"16","8","นิยมชัย","5","1"
"16","8","มหาโพธิ","2","1"
"16","8","สระโบสถ์","1","1"
"16","8","ห้วยใหญ่","4","1"
"16","9","ยางราก","2","1"
"16","9","วังทอง","4","1"
"16","9","หนองมะค่า","3","1"
"16","9","โคกเจริญ","1","1"
"16","9","โคกแสมสาร","5","1"
"16","10","กุดตาเพชร","4","1"
"16","10","ซับสมบูรณ์","2","1"
"16","10","ลำสนธิ","1","1"
"16","10","หนองรี","3","1"
"16","10","เขาน้อย","6","1"
"16","10","เขารวก","5","1"
"16","11","ชอนสมบูรณ์","4","1"
"16","11","ชอนสารเดช","6","1"
"16","11","ดงดินแดง","3","1"
"16","11","บ่อทอง","2","1"
"16","11","ยางโทน","5","1"
"16","11","หนองม่วง","1","1"
"17","1","จักรสีห์","7","1"
"17","1","ต้นโพธิ์","6","1"
"17","1","บางกระบือ","8","1"
"17","1","บางพุทรา","1","1"
"17","1","บางมัญ","2","1"
"17","1","ม่วงหมู่","4","1"
"17","1","หัวไผ่","5","1"
"17","1","โพกรวม","3","1"
"17","2","บ้านจ่า","6","1"
"17","2","พักทัน","7","1"
"17","2","สระแจง","8","1"
"17","2","สิงห์","1","1"
"17","2","เชิงกลัด","3","1"
"17","2","แม่ลา","5","1"
